geo_sk,geo_key,current_region,current_gouvernorat,current_localite,current_code_postal,approved_region,approved_gouvernorat,approved_delegation,approved_localite,approved_code_postal,approval_status,reviewer_comment,review_decision_rule,geo_audit_status,confidence_score,matched_source_field,matched_reference_key
4257,UNKNOWN|06101999|UNKNOWN|DENDEN|UNKNOWN,UNKNOWN,06101999,DENDEN,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,DENDEN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|MANOUBA|DENDEN|UNKNOWN
4670,UNKNOWN|LA SOUKRA|TUNIS|TUNIS|UNKNOWN,TUNIS,LA SOUKRA,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4671,UNKNOWN|LAAOUINA|TUNIS|TUNIS|UNKNOWN,TUNIS,LAAOUINA,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4675,UNKNOWN|LAC 1 PARKI|TUNIS|TUNIS|UNKNOWN,TUNIS,LAC 1 PARKI,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4676,UNKNOWN|LAC 2|LAC 2|TUNIS|UNKNOWN,LAC 2,LAC 2,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4678,UNKNOWN|LAC II|LA GOULETTE|LA GOULETTE|UNKNOWN,LA GOULETTE,LAC II,LA GOULETTE,UNKNOWN,GRAND TUNIS,TUNIS,LA GOULETTE,LA GOULETTE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|LA GOULETTE|LA GOULETTE|UNKNOWN
4682,UNKNOWN|LAOUINA|TUNIS|TUNIS|UNKNOWN,TUNIS,LAOUINA,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4683,UNKNOWN|LE BARDO|UNKNOWN|LE BARDO|UNKNOWN,UNKNOWN,LE BARDO,LE BARDO,UNKNOWN,GRAND TUNIS,TUNIS,LE BARDO,LE BARDO,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|LE BARDO|LE BARDO|UNKNOWN
4690,UNKNOWN|M SAKEN|SOUSSE|M SAKEN|UNKNOWN,SOUSSE,M SAKEN,M SAKEN,UNKNOWN,CENTRE EST,SOUSSE,MSAKEN,MSAKEN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,CENTRE EST|SOUSSE|MSAKEN|MSAKEN|UNKNOWN
4692,UNKNOWN|M SAKEN|UNKNOWN|SOUSSE|UNKNOWN,UNKNOWN,M SAKEN,SOUSSE,UNKNOWN,CENTRE EST,SOUSSE,SOUSSE,SOUSSE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|SOUSSE|SOUSSE|SOUSSE|UNKNOWN
1472,TUNISIE|MAHDIA|MAHDIA|KSOUR ESSEF|UNKNOWN,MAHDIA,MAHDIA,KSOUR ESSEF,UNKNOWN,CENTRE EST,MAHDIA,KSOUR ESSAF,KSOUR ESSAF,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,CENTRE EST|MAHDIA|KSOUR ESSAF|KSOUR ESSAF|UNKNOWN
1484,TUNISIE|MAHDIA|MONASTIR|KSOUR ESSEF|UNKNOWN,MONASTIR,MAHDIA,KSOUR ESSEF,UNKNOWN,CENTRE EST,MAHDIA,KSOUR ESSAF,KSOUR ESSAF,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,CENTRE EST|MAHDIA|KSOUR ESSAF|KSOUR ESSAF|UNKNOWN
1516,TUNISIE|MAHDIA|UNKNOWN|KSOUR ESSEF|UNKNOWN,UNKNOWN,MAHDIA,KSOUR ESSEF,UNKNOWN,CENTRE EST,MAHDIA,KSOUR ESSAF,KSOUR ESSAF,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,CENTRE EST|MAHDIA|KSOUR ESSAF|KSOUR ESSAF|UNKNOWN
4698,UNKNOWN|MAKTHAR|MAKTHAR|MAKTHAR|UNKNOWN,MAKTHAR,MAKTHAR,MAKTHAR,UNKNOWN,NORD OUEST,SILIANA,MAKTHAR,MAKTHAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|SILIANA|MAKTHAR|MAKTHAR|UNKNOWN
4699,UNKNOWN|MAKTHAR|SILIANA|MAKTHAR|UNKNOWN,SILIANA,MAKTHAR,MAKTHAR,UNKNOWN,NORD OUEST,SILIANA,MAKTHAR,MAKTHAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|SILIANA|MAKTHAR|MAKTHAR|UNKNOWN
4702,UNKNOWN|MALLASSINE|TUNIS|TUNIS|UNKNOWN,TUNIS,MALLASSINE,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
1540,TUNISIE|MANOUBA|DOUAR HICHER|MANNOUBA|UNKNOWN,DOUAR HICHER,MANOUBA,MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1560,TUNISIE|MANOUBA|JEDEIDA|JEDEIDA|UNKNOWN,JEDEIDA,MANOUBA,JEDEIDA,UNKNOWN,GRAND TUNIS,MANOUBA,JEDAIDA,JEDAIDA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|JEDAIDA|JEDAIDA|UNKNOWN
1562,TUNISIE|MANOUBA|MAN|LA MANNOUBA|UNKNOWN,MAN,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1564,TUNISIE|MANOUBA|MANN|LA MANNOUBA|UNKNOWN,MANN,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1565,TUNISIE|MANOUBA|MANNO|LA MANNOUBA|UNKNOWN,MANNO,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1566,TUNISIE|MANOUBA|MANNOU|LA MANNOUBA|UNKNOWN,MANNOU,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1568,TUNISIE|MANOUBA|MANNOUB|LA MANNOUBA|UNKNOWN,MANNOUB,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1573,TUNISIE|MANOUBA|MANNOUBA|LA MANNOUBA|UNKNOWN,MANNOUBA,MANOUBA,LA MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1574,TUNISIE|MANOUBA|MANNOUBA|MANNOUBA|UNKNOWN,MANNOUBA,MANOUBA,MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
1650,TUNISIE|MANOUBA|TUNIS|MANNOUBA|UNKNOWN,TUNIS,MANOUBA,MANNOUBA,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,MANOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|MANOUBA|MANOUBA|MANOUBA|UNKNOWN
4704,UNKNOWN|MANSOURA|SILIANA|KESRA|UNKNOWN,SILIANA,MANSOURA,KESRA,UNKNOWN,NORD OUEST,SILIANA,KESRA,KESRA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|SILIANA|KESRA|KESRA|UNKNOWN
4707,UNKNOWN|MARSA|LA MARSA|LA MARSA|UNKNOWN,LA MARSA,MARSA,LA MARSA,UNKNOWN,GRAND TUNIS,TUNIS,LA MARSA,LA MARSA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|LA MARSA|LA MARSA|UNKNOWN
4708,UNKNOWN|MARSA|UNKNOWN|MARSA|UNKNOWN,UNKNOWN,MARSA,MARSA,UNKNOWN,GRAND TUNIS,TUNIS,LA MARSA,LA MARSA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,GRAND TUNIS|TUNIS|LA MARSA|LA MARSA|UNKNOWN
4709,UNKNOWN|MATEUR|BIZERTE|MATEUR|UNKNOWN,BIZERTE,MATEUR,MATEUR,UNKNOWN,NORD EST,BIZERTE,MATEUR,MATEUR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MATEUR|MATEUR|UNKNOWN
4710,UNKNOWN|MATEUR|MATEUR|MATEUR|UNKNOWN,MATEUR,MATEUR,MATEUR,UNKNOWN,NORD EST,BIZERTE,MATEUR,MATEUR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MATEUR|MATEUR|UNKNOWN
4712,UNKNOWN|MATEUR|UNKNOWN|BIZERTE|UNKNOWN,UNKNOWN,MATEUR,BIZERTE,UNKNOWN,NORD EST,BIZERTE,BIZERTE,BIZERTE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|BIZERTE|BIZERTE|UNKNOWN
4713,UNKNOWN|MATEUR|UNKNOWN|MATEUR|UNKNOWN,UNKNOWN,MATEUR,MATEUR,UNKNOWN,NORD EST,BIZERTE,MATEUR,MATEUR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MATEUR|MATEUR|UNKNOWN
1662,TUNISIE|MEDENINE|AJIM|AJIM|UNKNOWN,AJIM,MEDENINE,AJIM,UNKNOWN,SUD EST,MEDENINE,DJERBA AJIM,DJERBA AJIM,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,SUD EST|MEDENINE|DJERBA AJIM|DJERBA AJIM|UNKNOWN
1680,TUNISIE|MEDENINE|DJERBA|HOUMT SOUK|UNKNOWN,DJERBA,MEDENINE,HOUMT SOUK,UNKNOWN,SUD EST,MEDENINE,DJERBA HOUMT SOUK,DJERBA HOUMT SOUK,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,SUD EST|MEDENINE|DJERBA HOUMT SOUK|DJERBA HOUMT SOUK|UNKNOWN
1742,TUNISIE|MEDENINE|MEDENINE SUD|MEDNINE|UNKNOWN,MEDENINE SUD,MEDENINE,MEDNINE,UNKNOWN,SUD EST,MEDENINE,MEDENINE,MEDENINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,SUD EST|MEDENINE|MEDENINE|MEDENINE|UNKNOWN
1755,TUNISIE|MEDENINE|MIDOUN|MIDOUN|UNKNOWN,MIDOUN,MEDENINE,MIDOUN,UNKNOWN,SUD EST,MEDENINE,DJERBA MIDOUN,DJERBA MIDOUN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,SUD EST|MEDENINE|DJERBA MIDOUN|DJERBA MIDOUN|UNKNOWN
1767,TUNISIE|MEDENINE|UNKNOWN|MEDNINE|UNKNOWN,UNKNOWN,MEDENINE,MEDNINE,UNKNOWN,SUD EST,MEDENINE,MEDENINE,MEDENINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,SUD EST|MEDENINE|MEDENINE|MEDENINE|UNKNOWN
4717,UNKNOWN|MEFTEH SAAD|TUNIS|TUNIS|UNKNOWN,TUNIS,MEFTEH SAAD,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4718,UNKNOWN|MEGRINE|ARIANA|ARIANA|UNKNOWN,ARIANA,MEGRINE,ARIANA,UNKNOWN,GRAND TUNIS,ARIANA,ARIANA,ARIANA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|ARIANA|ARIANA|ARIANA|UNKNOWN
4719,UNKNOWN|MEGRINE|BEN AROUS|MEGRINE|UNKNOWN,BEN AROUS,MEGRINE,MEGRINE,UNKNOWN,GRAND TUNIS,BEN AROUS,MEGRINE,MEGRINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|MEGRINE|MEGRINE|UNKNOWN
4720,UNKNOWN|MEGRINE|MEGRINE|MEGRINE|UNKNOWN,MEGRINE,MEGRINE,MEGRINE,UNKNOWN,GRAND TUNIS,BEN AROUS,MEGRINE,MEGRINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|MEGRINE|MEGRINE|UNKNOWN
4721,UNKNOWN|MEGRINE|TUNIS|TUNIS|UNKNOWN,TUNIS,MEGRINE,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4722,UNKNOWN|MEGRINE|UNKNOWN|MEGRINE|UNKNOWN,UNKNOWN,MEGRINE,MEGRINE,UNKNOWN,GRAND TUNIS,BEN AROUS,MEGRINE,MEGRINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|MEGRINE|MEGRINE|UNKNOWN
4724,UNKNOWN|MEGRINE RIA|TUNIS|TUNIS|UNKNOWN,TUNIS,MEGRINE RIA,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4727,UNKNOWN|MENZ BOURGUI|UNKNOWN|MENZEL BOURGUIBA|UNKNOWN,UNKNOWN,MENZ BOURGUI,MENZEL BOURGUIBA,UNKNOWN,NORD EST,BIZERTE,MENZEL BOURGUIBA,MENZEL BOURGUIBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MENZEL BOURGUIBA|MENZEL BOURGUIBA|UNKNOWN
4728,UNKNOWN|MENZAH|ARIANA|MENZAH|UNKNOWN,ARIANA,MENZAH,MENZAH,UNKNOWN,GRAND TUNIS,TUNIS,EL MENZAH,EL MENZAH,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,GRAND TUNIS|TUNIS|EL MENZAH|EL MENZAH|UNKNOWN
4730,UNKNOWN|MENZAH 2|TUNIS|TUNIS|UNKNOWN,TUNIS,MENZAH 2,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4731,UNKNOWN|MENZAH9 EN|EL MENZAH|EL MENZAH|UNKNOWN,EL MENZAH,MENZAH9 EN,EL MENZAH,UNKNOWN,GRAND TUNIS,TUNIS,EL MENZAH,EL MENZAH,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|EL MENZAH|EL MENZAH|UNKNOWN
4732,UNKNOWN|MENZEL BOUR|BIZERTE|MENZEL BOURGUIBA|UNKNOWN,BIZERTE,MENZEL BOUR,MENZEL BOURGUIBA,UNKNOWN,NORD EST,BIZERTE,MENZEL BOURGUIBA,MENZEL BOURGUIBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MENZEL BOURGUIBA|MENZEL BOURGUIBA|UNKNOWN
4733,UNKNOWN|MENZEL BOURG|UNKNOWN|MENZEL BOURGUIBA|UNKNOWN,UNKNOWN,MENZEL BOURG,MENZEL BOURGUIBA,UNKNOWN,NORD EST,BIZERTE,MENZEL BOURGUIBA,MENZEL BOURGUIBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|MENZEL BOURGUIBA|MENZEL BOURGUIBA|UNKNOWN
4734,UNKNOWN|MENZEL BOUZ|MENZEL BOUZELFA|MENZEL BOUZELFA|UNKNOWN,MENZEL BOUZELFA,MENZEL BOUZ,MENZEL BOUZELFA,UNKNOWN,NORD EST,NABEUL,MENZEL BOUZELFA,MENZEL BOUZELFA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|NABEUL|MENZEL BOUZELFA|MENZEL BOUZELFA|UNKNOWN
4737,UNKNOWN|MENZEL SALE|LE KEF|LE KEF|UNKNOWN,LE KEF,MENZEL SALE,LE KEF,UNKNOWN,NORD OUEST,KEF,KEF,KEF,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,NORD OUEST|KEF|KEF|KEF|UNKNOWN
4740,UNKNOWN|METLINE|UNKNOWN|BIZERTE|UNKNOWN,UNKNOWN,METLINE,BIZERTE,UNKNOWN,NORD EST,BIZERTE,BIZERTE,BIZERTE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|BIZERTE|BIZERTE|UNKNOWN
4744,UNKNOWN|MHAMDIAA|BEN AROUS|BEN AROUS|UNKNOWN,BEN AROUS,MHAMDIAA,BEN AROUS,UNKNOWN,GRAND TUNIS,BEN AROUS,BEN AROUS,BEN AROUS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|BEN AROUS|BEN AROUS|UNKNOWN
4745,UNKNOWN|MIDOUN|MIDOUN|MIDOUN|UNKNOWN,MIDOUN,MIDOUN,MIDOUN,UNKNOWN,SUD EST,MEDENINE,DJERBA MIDOUN,DJERBA MIDOUN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,SUD EST|MEDENINE|DJERBA MIDOUN|DJERBA MIDOUN|UNKNOWN
4746,UNKNOWN|MIDOUN|MMIDOUN|MIDOUN|UNKNOWN,MMIDOUN,MIDOUN,MIDOUN,UNKNOWN,SUD EST,MEDENINE,DJERBA MIDOUN,DJERBA MIDOUN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,SUD EST|MEDENINE|DJERBA MIDOUN|DJERBA MIDOUN|UNKNOWN
